"age1","age2","age3","minAIC","AIC"
-506.975571696026,-521.934698094113,-519.944066501822,-521.934698094113,2
-467.033549057256,-472.858955724811,-470.859141588302,-472.858955724811,2
-488.984773222145,-500.675194692754,-501.86573518209,-501.86573518209,3
-513.811300922343,-535.88352346417,-535.153523588483,-535.88352346417,2
-576.435800757209,-585.4996409421,-583.688597146879,-585.4996409421,2
-522.208631295199,-540.270220599367,-539.147375412384,-540.270220599367,2
-498.139167449303,-496.258454551859,-495.630692024923,-498.139167449303,1
-526.625670718504,-528.76242830786,-528.341386475559,-528.76242830786,2
-532.389110748912,-545.454739800022,-546.904324534362,-546.904324534362,3
-464.109400925648,-468.602439287988,-466.617033616622,-468.602439287988,2
-508.160180697023,-517.866855692204,-518.590157302763,-518.590157302763,3
-401.578636643187,-399.594451342544,-398.506452988838,-401.578636643187,1
-519.116771847125,-530.343236382375,-528.52764957962,-530.343236382375,2
-512.557367233826,-510.741738592986,-518.329377500564,-518.329377500564,3
-531.900868746107,-545.221507326001,-544.370768719743,-545.221507326001,2
-515.054485344214,-530.089494981814,-528.099612185681,-530.089494981814,2
-517.41868104052,-522.46162688101,-523.554192827697,-523.554192827697,3
-521.531296985342,-527.039181180157,-526.011471118191,-527.039181180157,2
-509.029682497511,-507.12218210774,-507.465231850179,-509.029682497511,1
-541.950436036112,-547.898420661037,-547.021368260322,-547.898420661037,2
-501.362907130809,-504.992502507682,-507.573401350246,-507.573401350246,3
-473.10833289266,-471.690859999342,-469.774637510016,-473.10833289266,1
-430.816936788382,-429.268449969149,-428.348422217796,-430.816936788382,1
-413.365508944042,-414.423402690903,-412.423402990456,-414.423402690903,2
-467.284124803497,-472.424217993019,-471.075998429516,-472.424217993019,2
-433.103002433097,-439.661164969795,-439.051136129419,-439.661164969795,2
-444.114130995157,-462.784651130115,-460.818384765726,-462.784651130115,2
-468.618464165793,-474.611237744067,-477.659604356455,-477.659604356455,3
-492.615820394167,-516.130457455556,-514.809349864944,-516.130457455556,2
-491.488618335953,-502.149382973145,-500.749447123196,-502.149382973145,2
-429.541092471965,-440.982769147632,-439.558430562451,-440.982769147632,2
-408.227981465769,-410.301595374102,-408.312911756265,-410.301595374102,2
-409.733469529939,-421.263876218181,-420.095793243809,-421.263876218181,2
-461.873000924932,-474.869995576179,-473.355488809608,-474.869995576179,2
-484.388344452749,-486.813452635304,-490.663437379971,-490.663437379971,3
-490.202213474908,-498.58094423721,-496.823494364142,-498.58094423721,2
-441.561935520537,-446.331012977984,-444.765881267614,-446.331012977984,2
-450.763708873035,-456.554209585062,-454.672553690167,-456.554209585062,2
-464.128606081938,-471.665883824583,-469.800070645202,-471.665883824583,2
-531.01362949344,-529.540632672518,-528.111573895785,-531.01362949344,1
-483.935661307145,-482.590141043777,-480.684746779717,-483.935661307145,1
-476.287068001432,-479.793021161971,-478.370400821246,-479.793021161971,2
-415.814878278895,-413.893323174444,-412.791597585225,-415.814878278895,1
-402.168529882547,-406.450494415715,-404.531181230137,-406.450494415715,2
-423.627198412646,-423.355411782931,-424.925340712026,-424.925340712026,3
-218.928554260164,-217.392624807298,-220.536109205145,-220.536109205145,3
-460.935678302615,-459.077988338653,-461.31620089104,-461.31620089104,3
-587.418524023528,-592.472398191862,-591.237028113964,-592.472398191862,2
-593.89674646193,-598.467583978755,-598.585654429813,-598.585654429813,3
-582.362239531426,-584.970144888537,-584.776735584112,-584.970144888537,2
-506.308154580083,-507.428911751293,-506.124769184256,-507.428911751293,2
-537.518221769309,-535.74191120857,-533.862873785871,-537.518221769309,1
-571.282340264702,-569.665181181189,-569.365732298178,-571.282340264702,1
-592.745304923641,-591.261456315461,-590.463931743831,-592.745304923641,1
-541.704173737987,-540.109785489565,-538.182474450594,-541.704173737987,1
-587.586447291016,-586.657617238209,-585.987455865331,-587.586447291016,1
-541.439441288228,-547.21860881463,-545.224866283833,-547.21860881463,2
-519.973637387059,-529.816330756376,-528.062670665066,-529.816330756376,2
-561.430048531833,-561.387955712191,-559.39283279032,-561.430048531833,1
-523.293171280597,-537.252434295141,-535.624449438407,-537.252434295141,2
-530.646287984969,-545.868802739422,-543.986731706212,-545.868802739422,2
-543.629530983132,-550.805379704771,-550.316885457235,-550.805379704771,2
-574.712258605013,-577.291169849568,-575.762000900636,-577.291169849568,2
-569.4807438353,-580.424153480778,-578.577369201188,-580.424153480778,2
-571.476291012782,-573.56697575669,-572.59875545758,-573.56697575669,2
-554.731094860028,-555.071991586713,-553.086616976277,-555.071991586713,2
-568.478023194676,-569.706638411003,-567.787039158419,-569.706638411003,2
-551.263562572082,-550.225724417863,-548.309518074899,-551.263562572082,1
-538.710909788622,-539.375163865359,-537.473210577912,-539.375163865359,2
-563.759852268454,-565.115571841121,-564.580451284934,-565.115571841121,2
-537.020610405857,-546.952283138747,-545.251461072784,-546.952283138747,2
-544.958107400423,-548.602222191045,-547.815315023744,-548.602222191045,2
-551.607223460467,-551.946066654846,-554.148479678704,-554.148479678704,3
-555.798766743776,-559.278504529487,-557.496182739377,-559.278504529487,2
-532.602788261355,-539.481308984887,-537.684251575626,-539.481308984887,2
-524.302023887345,-528.482946451789,-528.420982437395,-528.482946451789,2
-525.99635362371,-533.974248750641,-534.535824837613,-534.535824837613,3
-586.256081142564,-595.733012977789,-593.897863427381,-595.733012977789,2
-581.762123384116,-591.003791848856,-589.051798910447,-591.003791848856,2
-556.294842101269,-559.998609110288,-558.354310784793,-559.998609110288,2
-565.595615895587,-564.911395996007,-563.759511879694,-565.595615895587,1
-557.629904947574,-560.097604181073,-558.461868608902,-560.097604181073,2
-507.166028332149,-518.614720144402,-517.354456164475,-518.614720144402,2
-415.578233822912,-417.637790404909,-416.602904679658,-417.637790404909,2
-522.305346851021,-528.310427139939,-527.467215811564,-528.310427139939,2
-538.018560457907,-538.026547712757,-536.616309270685,-538.026547712757,2
-528.139124670534,-528.033393679676,-526.197758364851,-528.139124670534,1
-522.316056983928,-520.563095478423,-519.176632763607,-522.316056983928,1
-487.922314662801,-486.448759003389,-484.869659135743,-487.922314662801,1
-509.766739879703,-511.587393968628,-510.026945630637,-511.587393968628,2
-526.81256567439,-528.467567162129,-528.173538705963,-528.467567162129,2
-486.313368244897,-490.584411521954,-490.677162377107,-490.677162377107,3
-362.480280635063,-368.725380879274,-366.726993463082,-368.725380879274,2
-357.818409124121,-364.190142147906,-362.290506412733,-364.190142147906,2
-548.698755174788,-546.93825278525,-545.553857584322,-548.698755174788,1
-468.079260941927,-478.590193335189,-476.622027049048,-478.590193335189,2
-352.434268666922,-356.649781694874,-354.694476375627,-356.649781694874,2
-499.8395541126,-506.029319256583,-504.451690466688,-506.029319256583,2
-516.61751971961,-522.201640194932,-520.338680668463,-522.201640194932,2
-394.434527770996,-400.055874642688,-398.059890012831,-400.055874642688,2
-458.924891036254,-467.58923794631,-465.693938756069,-467.58923794631,2
-452.893156832567,-463.81516750475,-461.943761345918,-463.81516750475,2
-488.939600877785,-501.876866307719,-501.112568516328,-501.876866307719,2
-472.408120890563,-484.481765606153,-482.49079286953,-484.481765606153,2
-514.792497789937,-524.571017005215,-522.675533136086,-524.571017005215,2
-394.506460294064,-396.326347508064,-394.545349190035,-396.326347508064,2
-390.806133049673,-395.469386614075,-393.648481989542,-395.469386614075,2
-399.607728995016,-404.631667760033,-403.752990774362,-404.631667760033,2
-415.539901605336,-422.774835929899,-421.760989145504,-422.774835929899,2
-445.590143839773,-454.985444422969,-454.102768020574,-454.985444422969,2
-464.987333285164,-467.709120673492,-467.187222712031,-467.709120673492,2
-429.192843406667,-439.294020810058,-437.493718072873,-439.294020810058,2
-560.905891709419,-563.071581278191,-564.954835102127,-564.954835102127,3
-511.067719243428,-513.70994141509,-512.189226471741,-513.70994141509,2
-497.135083457925,-501.33443633687,-500.169997521143,-501.33443633687,2
-509.692592466348,-518.422186220155,-516.837230006703,-518.422186220155,2
-432.704308865552,-449.452119512797,-449.469457120665,-449.469457120665,3
-367.194166996282,-371.933086289754,-369.942127138906,-371.933086289754,2
-371.292167034113,-376.963679651796,-375.42747800037,-376.963679651796,2
-440.716708932183,-439.999409613267,-438.20153031224,-440.716708932183,1
-432.176353085632,-430.190771363263,-428.298868439,-432.176353085632,1
-434.083465939694,-433.25490704782,-431.29748523407,-434.083465939694,1
-386.856040491292,-392.381448735472,-390.553194915132,-392.381448735472,2
-385.742594687119,-394.006113091943,-392.196350130075,-394.006113091943,2
