"age1","age2","age3","minAIC","AIC"
-199.335557177929,-197.336750457887,-195.390188668675,-199.335557177929,1
-164.423721377297,-162.43482541144,-161.621202086384,-164.423721377297,1
-141.477122835211,-141.345015667862,-140.471079539019,-141.477122835211,1
-145.162895974681,-144.250866266824,-142.265822430378,-145.162895974681,1
-170.552538641068,-170.377309754973,-171.956092009632,-171.956092009632,3
-174.779599123635,-173.591382121603,-172.039322554894,-174.779599123635,1
-131.960254226552,-130.015125071025,-128.326562128132,-131.960254226552,1
-179.625412662127,-178.028134689105,-176.333534835519,-179.625412662127,1
-140.999939528623,-139.381031928021,-138.345410515174,-140.999939528623,1
-141.886059662873,-140.425290222947,-147.045341363039,-147.045341363039,3
-101.034437121283,-99.0575850737948,-97.9201027748851,-101.034437121283,1
-181.985240269004,-182.934852052228,-181.735338405496,-182.934852052228,2
-185.480146943362,-186.01195612921,-188.381075864352,-188.381075864352,3
-201.026678305624,-202.297403677334,-202.125020767458,-202.297403677334,2
-97.0692327987413,-95.49592246551,-93.5049511083599,-97.0692327987413,1
-167.421905647268,-165.754030219849,-166.513794336303,-167.421905647268,1
-161.094261603481,-159.199160953813,-161.497290145056,-161.497290145056,3
-176.066793104613,-175.20889044838,-174.186711425047,-176.066793104613,1
-52.7909019453548,-57.1158271749436,-55.389530749098,-57.1158271749436,2
-180.112881674473,-178.506855018406,-176.538684655232,-180.112881674473,1
-14.2156782634568,-12.2158085769076,-10.2345040700581,-14.2156782634568,1
-193.830210823662,-192.166130865288,-190.468263443095,-193.830210823662,1
-183.719495319048,-183.644016200611,-182.221847034277,-183.719495319048,1
-189.835297658308,-187.845242846841,-185.871596012411,-189.835297658308,1
-165.714506652404,-163.851138728571,-162.202276961193,-165.714506652404,1
-129.868556029865,-128.799824789398,-126.831954881709,-129.868556029865,1
-155.787325181018,-154.072363482505,-152.503318141284,-155.787325181018,1
-130.924237161967,-129.147177442262,-129.039185688226,-130.924237161967,1
-131.850134237437,-130.254054220154,-128.264660014654,-131.850134237437,1
-135.378522674946,-137.407415349743,-135.454135302448,-137.407415349743,2
-156.12024558998,-156.507082292305,-154.961585308206,-156.507082292305,2
-85.9308934045816,-86.0161104680899,-86.6181993740787,-86.6181993740787,3
-66.091204139142,-64.2032815964212,-62.9285347758063,-66.091204139142,1
-182.92279994675,-180.957376852963,-179.136616112802,-182.92279994675,1
-197.604155430732,-197.914821140874,-195.915158793367,-197.914821140874,2
-100.742676886871,-100.887986693988,-99.2846768358843,-100.887986693988,2
-176.960656685347,-175.322757948587,-173.634516610708,-176.960656685347,1
-72.3618710662044,-73.0130612866061,-71.1795589480965,-73.0130612866061,2
-153.553299416489,-153.984943829045,-156.566190594805,-156.566190594805,3
-163.553099538062,-164.718322082711,-171.203408006154,-171.203408006154,3
-128.808157828855,-127.55830377209,-125.584677969045,-128.808157828855,1
-134.685988832863,-133.052279739032,-131.104399993804,-134.685988832863,1
-156.459707608682,-154.482002280305,-153.711101548924,-156.459707608682,1
-101.662904971813,-99.7764621616592,-97.8437061609689,-101.662904971813,1
-100.860186818641,-100.118391714865,-99.7855816653324,-100.860186818641,1
-200.914920342462,-199.004321496965,-198.160174929494,-200.914920342462,1
-147.260972431378,-147.801015259959,-145.962046058324,-147.801015259959,2
-68.0358459990041,-66.0999974278032,-65.3400746649691,-68.0358459990041,1
